date,part_number,vehicle_type,vehicle_model,warehouse_id,demand_type,demand_qty,shipped_qty,backorder_qty,on_hand_inventory,in_transit_inventory,safety_stock,warehouse_capacity,labor_utilization,promotion_flag,weather_index,fuel_price_index,is_holiday,day_of_week,week_of_year,month
2023-06-09,PN005,Passenger,Hatch_C,WH_2,Erratic,71,0,71,2,0,90,25000,0.6257,0,73.4,3.59,0,5,23,6
2023-06-09,PN006,SUV,SUV_X,WH_3,Erratic,97,0,97,2,0,93,25000,0.7144,0,73.4,3.59,0,5,23,6
2023-06-09,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9441,0,73.4,3.59,0,5,23,6
2023-06-09,PN008,EV,EV_E1,WH_1,Lumpy,1923,0,1923,2,0,52,25000,0.5751,0,73.4,3.59,0,5,23,6
2023-06-10,PN000,Passenger,Sedan_A,WH_1,Smooth,196,0,196,2,0,120,25000,0.7952,0,73.4,3.59,0,6,23,6
2023-06-10,PN001,SUV,SUV_Y,WH_2,Smooth,137,0,137,2,0,127,25000,0.6453,0,73.4,3.59,0,6,23,6
2023-06-10,PN002,Truck,Truck_T1,WH_3,Smooth,72,0,72,2,0,120,25000,0.6643,0,73.4,3.59,0,6,23,6
2023-06-10,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5665,0,73.4,3.59,0,6,23,6
2023-06-10,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9789,0,73.4,3.59,0,6,23,6
2023-06-10,PN005,Passenger,Hatch_C,WH_2,Erratic,123,0,123,2,0,90,25000,0.6125,0,73.4,3.59,0,6,23,6
2023-06-10,PN006,SUV,SUV_X,WH_3,Erratic,85,0,85,2,0,93,25000,0.6977,0,73.4,3.59,0,6,23,6
2023-06-10,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9745,0,73.4,3.59,0,6,23,6
2023-06-10,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6222,0,73.4,3.59,0,6,23,6
2023-06-11,PN000,Passenger,Sedan_A,WH_1,Smooth,179,0,179,2,0,120,25000,0.8246,0,73.4,3.59,0,7,23,6
2023-06-11,PN001,SUV,SUV_Y,WH_2,Smooth,123,0,123,2,0,127,25000,0.6023,0,73.4,3.59,0,7,23,6
2023-06-11,PN002,Truck,Truck_T1,WH_3,Smooth,82,0,82,2,0,120,25000,0.6375,0,73.4,3.59,0,7,23,6
2023-06-11,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5615,0,73.4,3.59,0,7,23,6
2023-06-11,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,35,0,35,2,0,120,25000,1.0,0,73.4,3.59,0,7,23,6
2023-06-11,PN005,Passenger,Hatch_C,WH_2,Erratic,103,0,103,2,0,90,25000,0.6351,0,73.4,3.59,0,7,23,6
2023-06-11,PN006,SUV,SUV_X,WH_3,Erratic,89,0,89,2,0,93,25000,0.7053,0,73.4,3.59,0,7,23,6
2023-06-11,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9788,0,73.4,3.59,0,7,23,6
2023-06-11,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6078,0,73.4,3.59,0,7,23,6
2023-06-12,PN000,Passenger,Sedan_A,WH_1,Smooth,197,0,197,2,0,120,25000,0.8223,0,73.4,3.59,0,1,24,6
2023-06-12,PN001,SUV,SUV_Y,WH_2,Smooth,138,0,138,2,0,127,25000,0.5748,0,73.4,3.59,0,1,24,6
2023-06-12,PN002,Truck,Truck_T1,WH_3,Smooth,70,0,70,2,0,120,25000,0.6051,0,73.4,3.59,0,1,24,6
2023-06-12,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5701,0,73.4,3.59,0,1,24,6
2023-06-12,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9636,0,73.4,3.59,0,1,24,6
2023-06-12,PN005,Passenger,Hatch_C,WH_2,Erratic,34,0,34,2,0,90,25000,0.6371,0,73.4,3.59,0,1,24,6
2023-06-12,PN006,SUV,SUV_X,WH_3,Erratic,166,0,166,2,0,93,25000,0.6887,0,73.4,3.59,0,1,24,6
2023-06-12,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9974,0,73.4,3.59,0,1,24,6
2023-06-12,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6093,0,73.4,3.59,0,1,24,6
2023-06-13,PN000,Passenger,Sedan_A,WH_1,Smooth,192,0,192,2,0,120,25000,0.827,0,73.4,3.59,0,2,24,6
2023-06-13,PN001,SUV,SUV_Y,WH_2,Smooth,130,0,130,2,0,127,25000,0.6123,0,73.4,3.59,0,2,24,6
2023-06-13,PN002,Truck,Truck_T1,WH_3,Smooth,85,0,85,2,0,120,25000,0.6157,0,73.4,3.59,0,2,24,6
2023-06-13,PN003,EV,EV_E2,WH_4,Intermittent,18,0,18,2,0,123,25000,0.5782,0,73.4,3.59,0,2,24,6
2023-06-13,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,0,2,24,6
2023-06-13,PN005,Passenger,Hatch_C,WH_2,Erratic,120,0,120,2,0,90,25000,0.6691,0,73.4,3.59,0,2,24,6
2023-06-13,PN006,SUV,SUV_X,WH_3,Erratic,35,0,35,2,0,93,25000,0.6935,0,73.4,3.59,0,2,24,6
2023-06-13,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9383,0,73.4,3.59,0,2,24,6
2023-06-13,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.572,0,73.4,3.59,0,2,24,6
2023-06-14,PN000,Passenger,Sedan_A,WH_1,Smooth,186,0,186,2,0,120,25000,0.7999,0,73.4,3.59,0,3,24,6
2023-06-14,PN001,SUV,SUV_Y,WH_2,Smooth,141,0,141,2,0,127,25000,0.5595,0,73.4,3.59,0,3,24,6
2023-06-14,PN002,Truck,Truck_T1,WH_3,Smooth,72,0,72,2,0,120,25000,0.6623,0,73.4,3.59,0,3,24,6
2023-06-14,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5874,0,73.4,3.59,0,3,24,6
2023-06-14,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,36,0,36,2,0,120,25000,0.9797,0,73.4,3.59,0,3,24,6
2023-06-14,PN005,Passenger,Hatch_C,WH_2,Erratic,36,0,36,2,0,90,25000,0.6231,0,73.4,3.59,0,3,24,6
2023-06-14,PN006,SUV,SUV_X,WH_3,Erratic,88,0,88,2,0,93,25000,0.7167,0,73.4,3.59,0,3,24,6
2023-06-14,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.949,0,73.4,3.59,0,3,24,6
2023-06-14,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.586,0,73.4,3.59,0,3,24,6
2023-06-15,PN000,Passenger,Sedan_A,WH_1,Smooth,188,0,188,2,0,120,25000,0.7911,0,73.4,3.59,0,4,24,6
2023-06-15,PN001,SUV,SUV_Y,WH_2,Smooth,118,0,118,2,0,127,25000,0.6085,0,73.4,3.59,0,4,24,6
2023-06-15,PN002,Truck,Truck_T1,WH_3,Smooth,66,0,66,2,0,120,25000,0.6388,0,73.4,3.59,0,4,24,6
2023-06-15,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5994,0,73.4,3.59,0,4,24,6
2023-06-15,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,0,4,24,6
2023-06-15,PN005,Passenger,Hatch_C,WH_2,Erratic,70,0,70,2,0,90,25000,0.6453,0,73.4,3.59,0,4,24,6
2023-06-15,PN006,SUV,SUV_X,WH_3,Erratic,138,0,138,2,0,93,25000,0.7166,0,73.4,3.59,0,4,24,6
2023-06-15,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9578,0,73.4,3.59,0,4,24,6
2023-06-15,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.57,0,73.4,3.59,0,4,24,6
2023-06-16,PN000,Passenger,Sedan_A,WH_1,Smooth,182,0,182,2,0,120,25000,0.793,0,73.4,3.59,0,5,24,6
2023-06-16,PN001,SUV,SUV_Y,WH_2,Smooth,128,0,128,2,0,127,25000,0.5901,0,73.4,3.59,0,5,24,6
2023-06-16,PN002,Truck,Truck_T1,WH_3,Smooth,74,0,74,2,0,120,25000,0.6137,0,73.4,3.59,0,5,24,6
2023-06-16,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5563,0,73.4,3.59,0,5,24,6
2023-06-16,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9832,0,73.4,3.59,0,5,24,6
2023-06-16,PN005,Passenger,Hatch_C,WH_2,Erratic,157,0,157,2,0,90,25000,0.6577,0,73.4,3.59,0,5,24,6
2023-06-16,PN006,SUV,SUV_X,WH_3,Erratic,46,0,46,2,0,93,25000,0.7305,0,73.4,3.59,0,5,24,6
2023-06-16,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9367,0,73.4,3.59,0,5,24,6
2023-06-16,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.5807,0,73.4,3.59,0,5,24,6
2023-06-17,PN000,Passenger,Sedan_A,WH_1,Smooth,192,0,192,2,0,120,25000,0.7906,0,73.4,3.59,0,6,24,6
2023-06-17,PN001,SUV,SUV_Y,WH_2,Smooth,122,0,122,2,0,127,25000,0.6216,0,73.4,3.59,0,6,24,6
2023-06-17,PN002,Truck,Truck_T1,WH_3,Smooth,67,0,67,2,0,120,25000,0.6223,0,73.4,3.59,0,6,24,6
2023-06-17,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.561,0,73.4,3.59,0,6,24,6
2023-06-17,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,0,6,24,6
2023-06-17,PN005,Passenger,Hatch_C,WH_2,Erratic,175,0,175,2,0,90,25000,0.6644,0,73.4,3.59,0,6,24,6
2023-06-17,PN006,SUV,SUV_X,WH_3,Erratic,74,0,74,2,0,93,25000,0.6958,0,73.4,3.59,0,6,24,6
2023-06-17,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9549,0,73.4,3.59,0,6,24,6
2023-06-17,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6118,0,73.4,3.59,0,6,24,6
2023-06-18,PN000,Passenger,Sedan_A,WH_1,Smooth,184,0,184,2,0,120,25000,0.8018,0,73.4,3.59,0,7,24,6
2023-06-18,PN001,SUV,SUV_Y,WH_2,Smooth,128,0,128,2,0,127,25000,0.6014,0,73.4,3.59,0,7,24,6
2023-06-18,PN002,Truck,Truck_T1,WH_3,Smooth,69,0,69,2,0,120,25000,0.6161,0,73.4,3.59,0,7,24,6
2023-06-18,PN003,EV,EV_E2,WH_4,Intermittent,21,0,21,2,0,123,25000,0.594,0,73.4,3.59,0,7,24,6
2023-06-18,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9974,0,73.4,3.59,0,7,24,6
2023-06-18,PN005,Passenger,Hatch_C,WH_2,Erratic,60,0,60,2,0,90,25000,0.666,0,73.4,3.59,0,7,24,6
2023-06-18,PN006,SUV,SUV_X,WH_3,Erratic,78,0,78,2,0,93,25000,0.7229,0,73.4,3.59,0,7,24,6
2023-06-18,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9804,0,73.4,3.59,0,7,24,6
2023-06-18,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.5963,0,73.4,3.59,0,7,24,6
2023-06-19,PN000,Passenger,Sedan_A,WH_1,Smooth,195,0,195,2,0,120,25000,0.8272,0,73.4,3.59,1,1,25,6
2023-06-19,PN001,SUV,SUV_Y,WH_2,Smooth,149,0,149,2,0,127,25000,0.6156,0,73.4,3.59,1,1,25,6
2023-06-19,PN002,Truck,Truck_T1,WH_3,Smooth,82,0,82,2,0,120,25000,0.6784,0,73.4,3.59,1,1,25,6
2023-06-19,PN003,EV,EV_E2,WH_4,Intermittent,26,0,26,2,0,123,25000,0.5817,0,73.4,3.59,1,1,25,6
2023-06-19,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,1,1,25,6
2023-06-19,PN005,Passenger,Hatch_C,WH_2,Erratic,93,0,93,2,0,90,25000,0.6511,0,73.4,3.59,1,1,25,6
2023-06-19,PN006,SUV,SUV_X,WH_3,Erratic,500,0,500,2,0,93,25000,0.6942,0,73.4,3.59,1,1,25,6
2023-06-19,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9661,0,73.4,3.59,1,1,25,6
2023-06-19,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6123,0,73.4,3.59,1,1,25,6
2023-06-20,PN000,Passenger,Sedan_A,WH_1,Smooth,175,0,175,2,0,120,25000,0.8168,0,73.4,3.59,0,2,25,6
2023-06-20,PN001,SUV,SUV_Y,WH_2,Smooth,133,0,133,2,0,127,25000,0.6293,0,73.4,3.59,0,2,25,6
2023-06-20,PN002,Truck,Truck_T1,WH_3,Smooth,76,0,76,2,0,120,25000,0.6326,0,73.4,3.59,0,2,25,6
2023-06-20,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5662,0,73.4,3.59,0,2,25,6
2023-06-20,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9859,0,73.4,3.59,0,2,25,6
2023-06-20,PN005,Passenger,Hatch_C,WH_2,Erratic,107,0,107,2,0,90,25000,0.6188,0,73.4,3.59,0,2,25,6
2023-06-20,PN006,SUV,SUV_X,WH_3,Erratic,41,0,41,2,0,93,25000,0.7294,0,73.4,3.59,0,2,25,6
2023-06-20,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9604,0,73.4,3.59,0,2,25,6
2023-06-20,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6258,0,73.4,3.59,0,2,25,6
2023-06-21,PN000,Passenger,Sedan_A,WH_1,Smooth,190,0,190,2,0,120,25000,0.812,0,73.4,3.59,0,3,25,6
2023-06-21,PN001,SUV,SUV_Y,WH_2,Smooth,132,0,132,2,0,127,25000,0.6123,0,73.4,3.59,0,3,25,6
2023-06-21,PN002,Truck,Truck_T1,WH_3,Smooth,70,0,70,2,0,120,25000,0.624,0,73.4,3.59,0,3,25,6
2023-06-21,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5597,0,73.4,3.59,0,3,25,6
2023-06-21,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.973,0,73.4,3.59,0,3,25,6
2023-06-21,PN005,Passenger,Hatch_C,WH_2,Erratic,173,0,173,2,0,90,25000,0.6798,0,73.4,3.59,0,3,25,6
2023-06-21,PN006,SUV,SUV_X,WH_3,Erratic,117,0,117,2,0,93,25000,0.6984,0,73.4,3.59,0,3,25,6
2023-06-21,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9937,0,73.4,3.59,0,3,25,6
2023-06-21,PN008,EV,EV_E1,WH_1,Lumpy,1141,0,1141,2,0,52,25000,0.6341,0,73.4,3.59,0,3,25,6
2023-06-22,PN000,Passenger,Sedan_A,WH_1,Smooth,204,0,204,2,0,120,25000,0.7982,0,73.4,3.59,0,4,25,6
2023-06-22,PN001,SUV,SUV_Y,WH_2,Smooth,133,0,133,2,0,127,25000,0.6147,0,73.4,3.59,0,4,25,6
2023-06-22,PN002,Truck,Truck_T1,WH_3,Smooth,79,0,79,2,0,120,25000,0.6273,0,73.4,3.59,0,4,25,6
2023-06-22,PN003,EV,EV_E2,WH_4,Intermittent,20,0,20,2,0,123,25000,0.5524,0,73.4,3.59,0,4,25,6
2023-06-22,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,43,0,43,2,0,120,25000,0.9887,0,73.4,3.59,0,4,25,6
2023-06-22,PN005,Passenger,Hatch_C,WH_2,Erratic,87,0,87,2,0,90,25000,0.657,0,73.4,3.59,0,4,25,6
2023-06-22,PN006,SUV,SUV_X,WH_3,Erratic,119,0,119,2,0,93,25000,0.6862,0,73.4,3.59,0,4,25,6
2023-06-22,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9647,0,73.4,3.59,0,4,25,6
2023-06-22,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6029,0,73.4,3.59,0,4,25,6
2023-06-23,PN000,Passenger,Sedan_A,WH_1,Smooth,190,0,190,2,0,120,25000,0.8487,0,73.4,3.59,0,5,25,6
2023-06-23,PN001,SUV,SUV_Y,WH_2,Smooth,135,0,135,2,0,127,25000,0.5696,0,73.4,3.59,0,5,25,6
2023-06-23,PN002,Truck,Truck_T1,WH_3,Smooth,80,0,80,2,0,120,25000,0.6364,0,73.4,3.59,0,5,25,6
2023-06-23,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5704,0,73.4,3.59,0,5,25,6
2023-06-23,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,31,0,31,2,0,120,25000,0.9796,0,73.4,3.59,0,5,25,6
2023-06-23,PN005,Passenger,Hatch_C,WH_2,Erratic,88,0,88,2,0,90,25000,0.6397,0,73.4,3.59,0,5,25,6
2023-06-23,PN006,SUV,SUV_X,WH_3,Erratic,114,0,114,2,0,93,25000,0.7095,0,73.4,3.59,0,5,25,6
2023-06-23,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9857,0,73.4,3.59,0,5,25,6
2023-06-23,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6101,0,73.4,3.59,0,5,25,6
2023-06-24,PN000,Passenger,Sedan_A,WH_1,Smooth,187,0,187,2,0,120,25000,0.8283,0,73.4,3.59,0,6,25,6
2023-06-24,PN001,SUV,SUV_Y,WH_2,Smooth,127,0,127,2,0,127,25000,0.6316,0,73.4,3.59,0,6,25,6
2023-06-24,PN002,Truck,Truck_T1,WH_3,Smooth,82,0,82,2,0,120,25000,0.6427,0,73.4,3.59,0,6,25,6
2023-06-24,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5646,0,73.4,3.59,0,6,25,6
2023-06-24,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,0,6,25,6
2023-06-24,PN005,Passenger,Hatch_C,WH_2,Erratic,164,0,164,2,0,90,25000,0.6553,0,73.4,3.59,0,6,25,6
2023-06-24,PN006,SUV,SUV_X,WH_3,Erratic,66,0,66,2,0,93,25000,0.6798,0,73.4,3.59,0,6,25,6
2023-06-24,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9399,0,73.4,3.59,0,6,25,6
2023-06-24,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.566,0,73.4,3.59,0,6,25,6
2023-06-25,PN000,Passenger,Sedan_A,WH_1,Smooth,191,0,191,2,0,120,25000,0.8078,0,73.4,3.59,0,7,25,6
2023-06-25,PN001,SUV,SUV_Y,WH_2,Smooth,139,0,139,2,0,127,25000,0.6122,0,73.4,3.59,0,7,25,6
2023-06-25,PN002,Truck,Truck_T1,WH_3,Smooth,76,0,76,2,0,120,25000,0.6027,0,73.4,3.59,0,7,25,6
2023-06-25,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5964,0,73.4,3.59,0,7,25,6
2023-06-25,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,28,0,28,2,0,120,25000,0.9955,0,73.4,3.59,0,7,25,6
2023-06-25,PN005,Passenger,Hatch_C,WH_2,Erratic,92,0,92,2,0,90,25000,0.6723,0,73.4,3.59,0,7,25,6
2023-06-25,PN006,SUV,SUV_X,WH_3,Erratic,99,0,99,2,0,93,25000,0.7036,0,73.4,3.59,0,7,25,6
2023-06-25,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9499,0,73.4,3.59,0,7,25,6
2023-06-25,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6156,0,73.4,3.59,0,7,25,6
2023-06-26,PN000,Passenger,Sedan_A,WH_1,Smooth,201,0,201,2,0,120,25000,0.8198,0,73.4,3.59,0,1,26,6
2023-06-26,PN001,SUV,SUV_Y,WH_2,Smooth,138,0,138,2,0,127,25000,0.5953,0,73.4,3.59,0,1,26,6
2023-06-26,PN002,Truck,Truck_T1,WH_3,Smooth,81,0,81,2,0,120,25000,0.5975,0,73.4,3.59,0,1,26,6
2023-06-26,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5775,0,73.4,3.59,0,1,26,6
2023-06-26,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9724,0,73.4,3.59,0,1,26,6
2023-06-26,PN005,Passenger,Hatch_C,WH_2,Erratic,133,0,133,2,0,90,25000,0.6677,0,73.4,3.59,0,1,26,6
2023-06-26,PN006,SUV,SUV_X,WH_3,Erratic,65,0,65,2,0,93,25000,0.688,0,73.4,3.59,0,1,26,6
2023-06-26,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,1.0,0,73.4,3.59,0,1,26,6
2023-06-26,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.5639,0,73.4,3.59,0,1,26,6
2023-06-27,PN000,Passenger,Sedan_A,WH_1,Smooth,190,0,190,2,0,120,25000,0.8091,0,73.4,3.59,0,2,26,6
2023-06-27,PN001,SUV,SUV_Y,WH_2,Smooth,136,0,136,2,0,127,25000,0.6348,0,73.4,3.59,0,2,26,6
2023-06-27,PN002,Truck,Truck_T1,WH_3,Smooth,63,0,63,2,0,120,25000,0.6086,0,73.4,3.59,0,2,26,6
2023-06-27,PN003,EV,EV_E2,WH_4,Intermittent,30,0,30,2,0,123,25000,0.5723,0,73.4,3.59,0,2,26,6
2023-06-27,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9844,0,73.4,3.59,0,2,26,6
2023-06-27,PN005,Passenger,Hatch_C,WH_2,Erratic,50,0,50,2,0,90,25000,0.6316,0,73.4,3.59,0,2,26,6
2023-06-27,PN006,SUV,SUV_X,WH_3,Erratic,85,0,85,2,0,93,25000,0.701,0,73.4,3.59,0,2,26,6
2023-06-27,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9453,0,73.4,3.59,0,2,26,6
2023-06-27,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6042,0,73.4,3.59,0,2,26,6
2023-06-28,PN000,Passenger,Sedan_A,WH_1,Smooth,184,0,184,2,0,120,25000,0.8167,0,73.4,3.59,0,3,26,6
2023-06-28,PN001,SUV,SUV_Y,WH_2,Smooth,138,0,138,2,0,127,25000,0.6019,0,73.4,3.59,0,3,26,6
2023-06-28,PN002,Truck,Truck_T1,WH_3,Smooth,71,0,71,2,0,120,25000,0.6064,0,73.4,3.59,0,3,26,6
2023-06-28,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5961,0,73.4,3.59,0,3,26,6
2023-06-28,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,0,3,26,6
2023-06-28,PN005,Passenger,Hatch_C,WH_2,Erratic,99,0,99,2,0,90,25000,0.6245,0,73.4,3.59,0,3,26,6
2023-06-28,PN006,SUV,SUV_X,WH_3,Erratic,170,0,170,2,0,93,25000,0.6703,0,73.4,3.59,0,3,26,6
2023-06-28,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9522,0,73.4,3.59,0,3,26,6
2023-06-28,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6173,0,73.4,3.59,0,3,26,6
2023-06-29,PN000,Passenger,Sedan_A,WH_1,Smooth,199,0,199,2,0,120,25000,0.8119,0,73.4,3.59,0,4,26,6
2023-06-29,PN001,SUV,SUV_Y,WH_2,Smooth,136,0,136,2,0,127,25000,0.622,0,73.4,3.59,0,4,26,6
2023-06-29,PN002,Truck,Truck_T1,WH_3,Smooth,68,0,68,2,0,120,25000,0.6199,0,73.4,3.59,0,4,26,6
2023-06-29,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.557,0,73.4,3.59,0,4,26,6
2023-06-29,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,1.0,0,73.4,3.59,0,4,26,6
2023-06-29,PN005,Passenger,Hatch_C,WH_2,Erratic,43,0,43,2,0,90,25000,0.6342,0,73.4,3.59,0,4,26,6
2023-06-29,PN006,SUV,SUV_X,WH_3,Erratic,99,0,99,2,0,93,25000,0.6999,0,73.4,3.59,0,4,26,6
2023-06-29,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9402,0,73.4,3.59,0,4,26,6
2023-06-29,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.595,0,73.4,3.59,0,4,26,6
2023-06-30,PN000,Passenger,Sedan_A,WH_1,Smooth,192,0,192,2,0,120,25000,0.8266,0,73.4,3.59,0,5,26,6
2023-06-30,PN001,SUV,SUV_Y,WH_2,Smooth,147,0,147,2,0,127,25000,0.5919,0,73.4,3.59,0,5,26,6
2023-06-30,PN002,Truck,Truck_T1,WH_3,Smooth,74,0,74,2,0,120,25000,0.6427,0,73.4,3.59,0,5,26,6
2023-06-30,PN003,EV,EV_E2,WH_4,Intermittent,0,0,0,2,0,123,25000,0.5289,0,73.4,3.59,0,5,26,6
2023-06-30,PN004,Hybrid,Hybrid_H1,WH_1,Intermittent,0,0,0,2,0,120,25000,0.9812,0,73.4,3.59,0,5,26,6
2023-06-30,PN005,Passenger,Hatch_C,WH_2,Erratic,66,0,66,2,0,90,25000,0.6418,0,73.4,3.59,0,5,26,6
2023-06-30,PN006,SUV,SUV_X,WH_3,Erratic,55,0,55,2,0,93,25000,0.731,0,73.4,3.59,0,5,26,6
2023-06-30,PN007,Truck,Truck_T2,WH_4,Lumpy,0,0,0,2,0,58,25000,0.9479,0,73.4,3.59,0,5,26,6
2023-06-30,PN008,EV,EV_E1,WH_1,Lumpy,0,0,0,2,0,52,25000,0.6198,0,73.4,3.59,0,5,26,6
2023-07-01,PN000,Passenger,Sedan_A,WH_1,Smooth,209,0,209,2,130,120,25000,0.8276,0,78.9,3.67,0,6,26,7
2023-07-01,PN001,SUV,SUV_Y,WH_2,Smooth,138,0,138,2,179,127,25000,0.5918,0,78.9,3.67,0,6,26,7
2023-07-01,PN002,Truck,Truck_T1,WH_3,Smooth,72,0,72,2,140,120,25000,0.6189,0,78.9,3.67,0,6,26,7
